latitude,longitude
37.7499758,-122.4159622
37.79053181,-122.4039142
37.75723241,-122.4156262
37.78399149,-122.4080665
37.73831726,-122.4995334
37.78263551,-122.4148628
37.78917736,-122.422263
37.77749384,-122.4162917
37.78434554,-122.4077851
37.76424989,-122.4320149
37.73401387,-122.3909679
37.78502466,-122.4119719
37.77749384,-122.4162917
37.78289412,-122.420817
37.77507596,-122.5112949
37.75857197,-122.406726
37.76946134,-122.4019639
37.79050051,-122.4173664
37.79323049,-122.3931813
37.71815831,-122.4417231
37.78186545,-122.4142853
37.77281404,-122.4103348
37.73831726,-122.4995334
37.78061684,-122.4165623
37.78802755,-122.4478045
37.78061684,-122.4165623
37.78061684,-122.4165623
37.78988335,-122.4180124
37.78925337,-122.4229472
37.79170401,-122.4192217
37.79101665,-122.3991486
37.77749384,-122.4162917
37.77921168,-122.4109366
37.7828124,-122.4326791
37.79502735,-122.4215828
37.77957001,-122.411484
37.77957001,-122.411484
37.76170091,-122.4215784
37.72439915,-122.3924655
37.74088373,-122.4836012
37.77649448,-122.4113591
37.78487706,-122.4423489
37.78611721,-122.4198542
37.78399149,-122.4080665
37.78383444,-122.4129305
37.75268489,-122.4109627
37.80764075,-122.4131632
37.71858899,-122.3962187
37.76680352,-122.4407047
37.74836226,-122.4293465
37.78611721,-122.4198542
37.79247164,-122.4345577
37.78338624,-122.4098537
37.78071449,-122.4084837
37.71517668,-122.4689768
37.78160513,-122.4163363
37.75703373,-122.4767584
37.72993469,-122.3977444
37.73644995,-122.4129798
37.77749384,-122.4162917
37.71021672,-122.4698192
37.79230698,-122.4108438
37.75334189,-122.4433005
37.72781528,-122.4156331
37.79677684,-122.4006813
37.76424989,-122.4320149
37.80666466,-122.4200579
37.80024835,-122.4319143
37.80024835,-122.4319143
37.77830294,-122.4154368
37.73338073,-122.3799317
37.7903193,-122.4231629
37.76846225,-122.4312049
37.75857197,-122.406726
37.76437321,-122.4174785
37.7828124,-122.4326791
37.71226467,-122.4729324
37.79353196,-122.3969884
37.77883232,-122.4156425
37.76680352,-122.4407047
37.78802755,-122.4478045
37.7830705,-122.3906262
37.79049502,-122.4023533
37.76947007,-122.4155256
37.72993469,-122.3977444
37.78338624,-122.4098537
37.77960282,-122.5035222
37.79101665,-122.3991486
37.78383444,-122.4129305
37.72148964,-122.4489097
37.80702731,-122.4138125
37.71226467,-122.4729324
37.77960282,-122.5035222
37.74581657,-122.4400783
37.78434554,-122.4077851
37.77960282,-122.5035222
37.76009305,-122.4348582
37.78706249,-122.4199054
37.76437321,-122.4174785
37.78071449,-122.4084837
37.72588117,-122.3924574
37.71858899,-122.3962187
37.77433758,-122.5069584
37.76680352,-122.4407047
37.75730761,-122.4066198
37.78925337,-122.4229472
37.7363902,-122.3901451
37.73401387,-122.3909679
37.76571899,-122.4095207
37.78708179,-122.4258678
37.71522565,-122.4028299
37.78435506,-122.4329142
37.77631053,-122.4530078
37.79049502,-122.4023533
37.79025206,-122.4307368
37.78491247,-122.4086486
37.73552759,-122.3937592
37.77433758,-122.5069584
37.77252751,-122.449976
37.79247164,-122.4345577
37.77806971,-122.4282344
37.77848748,-122.4258308
37.74648585,-122.5038084
37.78491247,-122.4086486
37.76972086,-122.4179492
37.79280364,-122.4177591
37.71071705,-122.4698495
37.71522565,-122.4028299
37.73692583,-122.3878149
37.74198124,-122.4232564
37.78191397,-122.4130322
37.72148964,-122.4489097
37.78611721,-122.4198542
37.77465348,-122.4051182
37.74836226,-122.4293465
37.74556819,-122.4822485
37.78160513,-122.4163363
37.75023272,-122.4249992
37.77161642,-122.4165086
37.78988335,-122.4180124
37.76217504,-122.4661806
37.77507596,-122.5112949
37.72439915,-122.3924655
37.78399149,-122.4080665
37.74556819,-122.4822485
37.72148964,-122.4489097
37.77631053,-122.4530078
37.7978223,-122.4070162
37.75277066,-122.4353418
37.72582497,-122.4423244
37.79282365,-122.3970342
37.79230698,-122.4108438
37.78434554,-122.4077851
37.74198124,-122.4232564
37.79170401,-122.4192217
37.78289412,-122.420817
37.79241442,-122.4057854
37.79323049,-122.3931813
37.76187247,-122.4942742
37.72967082,-122.3734405
37.73450646,-122.45855
37.77749384,-122.4162917
37.75023272,-122.4249992
37.80544605,-122.4228419
37.77252751,-122.449976
37.78791571,-122.4193015
37.772919,-122.4970457
37.78234047,-122.4037719
37.77535389,-122.5064248
37.77940514,-122.4327629
37.78502466,-122.4119719
37.78982754,-122.4008375
37.79799375,-122.447162
37.79767064,-122.407807
37.80860234,-122.4157858
37.78331041,-122.3883799
37.75463259,-122.4187397
37.78982754,-122.4008375
37.77908938,-122.4319258
37.73993492,-122.382724
37.78111921,-122.412597
37.78798096,-122.4202316
37.78383444,-122.4129305
37.7122554,-122.4171044
37.74473843,-122.4205179
37.78906361,-122.4018031
37.77762424,-122.3999811
37.78429938,-122.4101413
37.79128889,-122.4225149
37.78383444,-122.4129305
37.79760649,-122.4220335
37.78097468,-122.4288251
37.71490036,-122.4452418
37.77966274,-122.3948403
37.72848944,-122.4299954
37.78770855,-122.4336685
37.78892246,-122.4016327
37.79434485,-122.4052191
37.72342964,-122.4535824
37.78444889,-122.4725859
37.78822869,-122.4159952
37.72308025,-122.4523316
37.75342829,-122.4319929
37.7176177,-122.4287358
37.75223946,-122.4184453
37.75124396,-122.4215853
37.79282365,-122.3970342
37.77762424,-122.3999811
37.772919,-122.4970457
37.76088893,-122.4350007
37.77828359,-122.407449
37.77762424,-122.3999811
37.77762424,-122.3999811
37.72094516,-122.4782782
37.78833714,-122.4160172
37.7862053,-122.4602871
37.78034755,-122.406488
37.76904239,-122.4268583
37.77966274,-122.3948403
37.77194853,-122.4312522
37.79695516,-122.3989082
37.71065659,-122.4154531
37.74720517,-122.4035918
37.71217949,-122.4024595
37.77749384,-122.4162917
37.76904239,-122.4268583
37.73386006,-122.4450572
37.71065659,-122.4154531
37.74429281,-122.4390916
37.78600483,-122.3950773
37.78989305,-122.3984876
37.79123408,-122.4040569
37.74650404,-122.4193747
37.79997798,-122.4428461
37.71925849,-122.391451
37.79760649,-122.4220335
37.77771244,-122.4127367
37.78122345,-122.4089281
37.76813969,-122.4221992
37.79760649,-122.4220335
37.78186545,-122.4142853
37.77771244,-122.4127367
37.75262859,-122.4118998
37.76177683,-122.4351517
37.78207307,-122.4122207
37.74322084,-122.4378377
37.78820946,-122.4311687
37.77305345,-122.4186182
37.78894504,-122.4262523
37.76511658,-122.4310228
37.79618119,-122.4016963
37.78211912,-122.3968414
37.73027772,-122.4296069
37.78537343,-122.4590871
37.7837893,-122.4092663
37.71382666,-122.4333211
37.76904239,-122.4268583
37.7918179,-122.3965494
37.72728446,-122.3842238
37.76675944,-122.4791211
37.76813969,-122.4221992
37.75124396,-122.4215853
37.78845684,-122.4018373
37.78833714,-122.4160172
37.79695516,-122.3989082
37.78305906,-122.4157199
37.78207307,-122.4122207
37.77355496,-122.4831178
37.79047504,-122.390556
37.77210826,-122.4304339
37.78635895,-122.4198331
37.79073739,-122.4198727
37.74231157,-122.4220878
37.77749384,-122.4162917
37.78444889,-122.4725859
37.77953108,-122.4135425
37.80860234,-122.4157858
37.79073739,-122.4198727
37.72453724,-122.4050573
37.77908938,-122.4319258
37.72312997,-122.4359769
37.75703373,-122.4767584
37.7122554,-122.4171044
37.79128889,-122.4225149
37.79282365,-122.3970342
37.78061684,-122.4165623
37.77305345,-122.4186182
37.78061684,-122.4165623
37.77398143,-122.4103441
37.73027772,-122.4296069
37.78290069,-122.4860861
37.81922575,-122.3709765
37.7918179,-122.3965494
37.73940125,-122.4068443
37.78307369,-122.4482517
37.78906361,-122.4018031
37.75795456,-122.4302685
37.74322084,-122.4378377
37.71699799,-122.4716924
37.75703373,-122.4767584
37.72728446,-122.3842238
37.73993492,-122.382724
37.78234047,-122.4037719
37.80587147,-122.4154049
37.74865938,-122.4126876
37.75463259,-122.4187397
37.72210898,-122.3959187
37.78202244,-122.4130541
37.79804971,-122.4068299
37.73386006,-122.4450572
37.75662693,-122.412342
37.78434554,-122.4077851
37.78066015,-122.4312934
37.78490368,-122.416234
37.78207307,-122.4122207
37.77300169,-122.4272604
37.78502466,-122.4119719
37.78074258,-122.4550637
37.78186545,-122.4142853
37.74322084,-122.4378377
37.78399149,-122.4080665
37.7101556,-122.4126043
37.78111921,-122.412597
37.74650404,-122.4193747
37.72848944,-122.4299954
37.77953108,-122.4135425
37.73386006,-122.4450572
37.78502466,-122.4119719
37.73438243,-122.4945023
37.78347684,-122.4124351
37.78777702,-122.4120105
37.78290069,-122.4860861
37.77295739,-122.4237584
37.71699799,-122.4716924
37.77762424,-122.3999811
37.79123408,-122.4040569
37.78600483,-122.3950773
37.78720063,-122.4169898
37.78429938,-122.4101413
37.76916522,-122.4535369
37.77077849,-122.4479346
37.78367395,-122.415073
37.74865938,-122.4126876
37.77604635,-122.4112888
37.81922575,-122.3709765
37.78636079,-122.4156169
37.75143528,-122.4184355
37.78764185,-122.4034308
37.79678326,-122.4303706
37.77806971,-122.4282344
37.76049101,-122.3885564
37.72623625,-122.4336236
37.77903729,-122.41062
37.73229529,-122.4349928
37.7902474,-122.4005553
37.72452417,-122.4257328
37.7766832,-122.4549828
37.77912987,-122.4166059
37.80526026,-122.4160538
37.78003611,-122.4167895
37.75828837,-122.4906601
37.78000587,-122.4119334
37.78263391,-122.429926
37.71029652,-122.4189864
37.7868785,-122.4190885
37.77771244,-122.4127367
37.78176159,-122.4110582
37.75021164,-122.4463912
37.79508163,-122.4014666
37.78647953,-122.4047244
37.75436288,-122.4232161
37.73401387,-122.3909679
37.7134088,-122.4634202
37.75828837,-122.4906601
37.75436288,-122.4232161
37.78305906,-122.4157199
37.73229105,-122.3761579
37.74491872,-122.4757732
37.77966604,-122.4137112
37.72998042,-122.3888551
37.7134088,-122.4634202
37.77100577,-122.4196455
37.78383852,-122.4137755
37.74491872,-122.4757732
37.76505134,-122.419669
37.77247753,-122.3895185
37.75430859,-122.424144
37.73238073,-122.378268
37.79413509,-122.3964199
37.77879789,-122.4225207
37.77507443,-122.421768
37.74491872,-122.4757732
37.7766832,-122.4549828
37.73243402,-122.3838033
37.73395045,-122.4896992
37.78383852,-122.4137755
37.77143376,-122.4277809
37.77514707,-122.4192556
37.77879789,-122.4225207
37.78968885,-122.4129131
37.77903729,-122.41062
37.71830372,-122.3923879
37.7825474,-122.4122479
37.77555491,-122.4404673
37.76775042,-122.4295304
37.78117722,-122.4116999
37.76178483,-122.4350137
37.73238073,-122.378268
37.77762424,-122.3999811
37.75199404,-122.4091229
37.71830372,-122.3923879
37.77269482,-122.4221883
37.71226467,-122.4729324
37.74919905,-122.4145932
37.76571899,-122.4095207
37.78114586,-122.409026
37.78316343,-122.4115993
37.77903729,-122.41062
37.76972086,-122.4179492
37.77779521,-122.3915231
37.76929129,-122.4065158
37.73238073,-122.378268
37.77667245,-122.3945574
37.76010129,-122.4214252
37.77021017,-122.445345
37.7890669,-122.3923394
37.76625361,-122.425864
37.79215071,-122.3944511
37.77514707,-122.4192556
37.80858332,-122.4159225
37.77530725,-122.4574433
37.73243402,-122.3838033
37.78502466,-122.4119719
37.79559693,-122.3961809
37.76775042,-122.4295304
37.78491618,-122.41195
37.75021164,-122.4463912
37.75021164,-122.4463912
37.76974505,-122.4451837
37.78331041,-122.3883799
37.74093462,-122.5023423
37.77143376,-122.4277809
37.78316343,-122.4115993
37.72243161,-122.3956228
37.80858332,-122.4159225
37.77530725,-122.4574433
37.78331041,-122.3883799
37.73238073,-122.378268
37.77143376,-122.4277809
37.79267912,-122.3968535
37.75050064,-122.4071312
37.71763115,-122.4052314
37.8031354,-122.4181511
37.77903729,-122.41062
37.77507443,-122.421768
37.76183586,-122.4193593
37.82903246,-122.374358
37.78890961,-122.4186559
37.79508163,-122.4014666
37.78399834,-122.4177311
37.73585265,-122.4369151
37.78418669,-122.4185462
37.71763115,-122.4052314
37.75909266,-122.4381124
37.77604635,-122.4112888
37.76587725,-122.4675151
37.76047985,-122.4834267
37.80566745,-122.4127664
37.77921168,-122.4109366
37.74093462,-122.5023423
37.71029652,-122.4189864
37.79780791,-122.4186974
37.77879789,-122.4225207
37.80343276,-122.4077083
37.77143376,-122.4277809
37.72623625,-122.4336236
37.71831534,-122.4419211
37.7890669,-122.3923394
37.77771244,-122.4127367
37.71831534,-122.4419211
37.7698677,-122.4223648
37.78725609,-122.4040947
37.77879789,-122.4225207
37.73243402,-122.3838033
37.7868785,-122.4190885
37.78316343,-122.4115993
37.78176159,-122.4110582
37.72998042,-122.3888551
37.73585265,-122.4369151
37.77302925,-122.4288759
37.73401387,-122.3909679
37.76274366,-122.4217477
37.78294352,-122.4199884
37.77749973,-122.4109993
37.79559693,-122.3961809
37.75414014,-122.4448142
37.71226467,-122.4729324
37.72452417,-122.4257328
37.80533759,-122.42282
37.77386178,-122.413046
37.78977942,-122.419679
37.78611721,-122.4198542
37.82903246,-122.374358
37.78554213,-122.3967052
37.7881263,-122.4176572
37.73406125,-122.4156874
37.76183586,-122.4193593
37.78432123,-122.3890406
37.75199404,-122.4091229
37.72521883,-122.4075277
37.78578701,-122.4125478
37.80566745,-122.4127664
37.73229105,-122.3761579
37.71305797,-122.400658
37.72103514,-122.4471362
37.74270315,-122.3879264
37.75797648,-122.4233367
37.77903729,-122.41062
37.78005179,-122.4642812
37.78575147,-122.409522
37.78034755,-122.406488
37.74468822,-122.4203949
37.78092459,-122.4664269
37.78383852,-122.4137755
37.78679356,-122.4182933
37.79459435,-122.4214252
37.75617132,-122.4198655
37.71147667,-122.4555922
37.75302204,-122.4829035
37.75302204,-122.4829035
37.72103514,-122.4471362
37.7771817,-122.485669
37.71877623,-122.4690152
37.80401127,-122.410748
37.78067141,-122.3965652
37.78169591,-122.4907609
37.79073739,-122.4198727
37.72791068,-122.3836618
37.78594273,-122.4189026
37.74876648,-122.4067578
37.73128381,-122.3782049
37.77953108,-122.4135425
37.78409104,-122.4117844
37.76095474,-122.4339036
37.77830294,-122.4154368
37.80276949,-122.4382704
37.71219584,-122.4208389
37.79885485,-122.4333195
37.73729191,-122.4875657
37.76588327,-122.4403243
37.76924706,-122.4269556
37.78049626,-122.4321404
37.7580246,-122.3878193
37.74927012,-122.4036762
37.76505134,-122.419669
37.79997798,-122.4428461
37.78506546,-122.3972095
37.78730844,-122.4090614
37.76617631,-122.4271427
37.76483924,-122.401599
37.78338624,-122.4098537
37.7935086,-122.3976083
37.77626951,-122.4172576
37.78034755,-122.406488
37.80062415,-122.4227132
37.76155911,-122.4305429
37.7748089,-122.453832
37.76425552,-122.4421289
37.7659078,-122.4561869
37.77626951,-122.4172576
37.75730761,-122.4066198
37.78338624,-122.4098537
37.7585716,-122.3991292
37.76939812,-122.451277
37.79282365,-122.3970342
37.76483924,-122.401599
37.79997798,-122.4428461
37.7860452,-122.4104935
37.75617132,-122.4198655
37.80401127,-122.410748
37.78728904,-122.4242362
37.74463434,-122.4312871
37.77100577,-122.4196455
37.78338624,-122.4098537
37.7800525,-122.4097738
37.76037707,-122.5069992
37.78009258,-122.4847323
37.79885485,-122.4333195
37.76340248,-122.433095
37.79885485,-122.4333195
37.73153065,-122.4534113
37.75501594,-122.457591
37.77128553,-122.4132043
37.77579768,-122.4235452
37.78482478,-122.409335
37.77126742,-122.4370456
37.76315412,-122.4250991
37.78491618,-122.41195
37.78383444,-122.4129305
37.77903729,-122.41062
37.77533039,-122.3949996
37.78223058,-122.410292
37.78574399,-122.405831
37.73739256,-122.4850382
37.75797648,-122.4233367
37.78169591,-122.4907609
37.70865271,-122.4053833
37.72993469,-122.3977444
37.75703373,-122.4767584
37.71214951,-122.4171412
37.71751347,-122.4805946
37.78482478,-122.409335
37.78491618,-122.41195
37.76155911,-122.4305429
37.77570822,-122.4769663
37.7773318,-122.4618682
37.75309998,-122.4175009
37.7771817,-122.485669
37.7659078,-122.4561869
37.73059102,-122.4710044
37.72305838,-122.4835515
37.78139834,-122.4547041
37.73762369,-122.3931884
37.71147667,-122.4555922
37.78097468,-122.4288251
37.7824485,-122.4163274
37.75797648,-122.4233367
37.75142522,-122.4329883
37.76613439,-122.4219351
37.75250607,-122.414086
37.73884328,-122.4239488
37.72139779,-122.4043571
37.78255359,-122.3973855
37.78480739,-122.4136154
37.77009808,-122.4537262
37.73739256,-122.4850382
37.7459563,-122.4542399
37.78034755,-122.406488
37.73128381,-122.3782049
37.75265719,-122.4105093
37.80062415,-122.4227132
37.78594273,-122.4189026
37.73425962,-122.4339472
37.79325635,-122.396302
37.78332633,-122.4403249
37.7803875,-122.4078771
37.78383852,-122.4137755
37.74222503,-122.4944433
37.78176159,-122.4110582
37.78791214,-122.4151587
37.76315412,-122.4250991
37.7824485,-122.4163274
37.76775042,-122.4295304
37.77465348,-122.4051182
37.76381469,-122.4566699
37.76425552,-122.4421289
37.71422171,-122.4666458
37.76775042,-122.4295304
37.78480739,-122.4136154
37.77419657,-122.5100338
37.78728904,-122.4242362
37.78409104,-122.4117844
37.76532455,-122.4499322
37.78034755,-122.406488
37.77953108,-122.4135425
37.78645929,-122.411489
37.76509538,-122.4180276
37.7732598,-122.4090509
37.74463434,-122.4312871
37.74314359,-122.4735534
37.72139779,-122.4043571
37.79325635,-122.396302
37.78991028,-122.4220608
37.7890669,-122.3923394
37.77579768,-122.4235452
37.77555491,-122.4404673
37.74265284,-122.5058265
37.79885485,-122.4333195
37.77941155,-122.4251741
37.72103514,-122.4471362
37.74927012,-122.4036762
37.79050051,-122.4173664
37.7860778,-122.401709
37.79885485,-122.4333195
37.74314359,-122.4735534
37.78594273,-122.4189026
37.78067141,-122.3965652
37.78383444,-122.4129305
37.78991028,-122.4220608
37.78003611,-122.4167895
37.7860778,-122.401709
37.80276949,-122.4382704
37.77953108,-122.4135425
37.7935086,-122.3976083
37.78611721,-122.4198542
37.78486624,-122.4127821
37.72791068,-122.3836618
37.78398256,-122.4117625
37.71751347,-122.4805946
37.76315412,-122.4250991
37.77530725,-122.4574433
37.75343059,-122.4712509
37.78049626,-122.4321404
37.7459944,-122.3830008
37.74996568,-122.4427198
37.76267071,-122.435188
37.75730761,-122.4066198
37.78383444,-122.4129305
37.78575147,-122.409522
37.79885485,-122.4333195
37.77530725,-122.4574433
37.77755321,-122.4069184
37.75217141,-122.4195574
37.78611721,-122.4198542
37.78383444,-122.4129305
37.78594273,-122.4189026
37.76588327,-122.4403243
37.77177025,-122.4203444
37.78167354,-122.4052489
37.78791214,-122.4151587
37.77555491,-122.4404673
37.76730332,-122.4240315
37.77704362,-122.4135835
37.74299701,-122.4216445
37.7969019,-122.4068277
37.74921003,-122.4162418
37.77021017,-122.445345
37.72993469,-122.3977444
37.73082461,-122.4109829
37.74270315,-122.3879264
37.77872189,-122.3992277
37.7224527,-122.4513127
37.76267071,-122.435188
37.77771244,-122.4127367
37.79786454,-122.3967013
37.8013245,-122.4102043
37.76437321,-122.4174785
37.73079115,-122.4272617
37.7875045,-122.4141637
37.70964928,-122.442771
37.78325042,-122.414216
37.78331041,-122.3883799
37.76906124,-122.4291599
37.72397256,-122.3949262
37.78114586,-122.409026
37.78400661,-122.4048648
37.771888,-122.4817854
37.78366898,-122.4109266
37.78321431,-122.4107648
37.76437321,-122.4174785
37.79426363,-122.406305
37.78233759,-122.4138914
37.71409736,-122.4608127
37.75144383,-122.4182976
37.78800118,-122.4219549
37.78799839,-122.4200949
37.75310805,-122.4173629
37.78338624,-122.4098537
37.77273718,-122.4104337
37.78034755,-122.406488
37.78778674,-122.4030709
37.78034755,-122.406488
37.76957975,-122.4198769
37.75144383,-122.4182976
37.78466041,-122.3999147
37.75010755,-122.4137792
37.70933752,-122.4160465
37.78383852,-122.4137755
37.78456824,-122.4312049
37.7691138,-122.4348932
37.72996736,-122.3820961
37.76834741,-122.3894013
37.77021017,-122.445345
37.77301065,-122.4950403
37.77269482,-122.4221883
37.72397256,-122.3949262
37.75144383,-122.4182976
37.77084743,-122.4403577
37.76918286,-122.4038883
37.78667901,-122.413995
37.73684696,-122.3849071
37.73049345,-122.4334674
37.75362875,-122.3955231
37.76972086,-122.4179492
37.74509568,-122.4929638
37.78608543,-122.4332716
37.78338624,-122.4098537
37.73044977,-122.372908
37.78778674,-122.4030709
37.74509568,-122.4929638
37.78138128,-122.4562957
37.77872189,-122.3992277
37.76828478,-122.4188852
37.79838308,-122.4075217
37.74849651,-122.4442765
37.78399149,-122.4080665
37.77966604,-122.4137112
37.78608543,-122.4332716
37.76437321,-122.4174785
37.71214951,-122.4171412
37.71214951,-122.4171412
37.74581657,-122.4400783
37.77938258,-122.4184844
37.70933752,-122.4160465
37.78203871,-122.4023215
37.78399149,-122.4080665
37.76345719,-122.4199779
37.76114317,-122.4316888
37.78729821,-122.3944813
37.771888,-122.4817854
37.78294352,-122.4199884
37.7243841,-122.418574
37.77301065,-122.4950403
37.75624034,-122.4187553
37.7486736,-122.4073625
37.74581657,-122.4400783
37.78578701,-122.4125478
37.79733383,-122.4186717
37.70964928,-122.442771
37.78611721,-122.4198542
37.8013245,-122.4102043
37.71214951,-122.4171412
37.78026497,-122.4033872
37.7969019,-122.4068277
37.72235602,-122.399476
37.78538567,-122.4082489
37.78367395,-122.415073
37.76906124,-122.4291599
37.77514707,-122.4192556
37.77921168,-122.4109366
37.75362875,-122.3955231
37.78186545,-122.4142853
37.77966604,-122.4137112
37.77685877,-122.3969055
37.78800118,-122.4219549
37.74509568,-122.4929638
37.76972086,-122.4179492
37.73082461,-122.4109829
37.78859007,-122.4006271
37.78508117,-122.4064978
37.77871943,-122.4147412
37.79115281,-122.3958134
37.78367395,-122.415073
37.7852804,-122.4618941
37.78594273,-122.4189026
37.78578701,-122.4125478
37.75010755,-122.4137792
37.8080501,-122.4098773
37.71214951,-122.4171412
37.77233107,-122.5098968
37.72547565,-122.3942435
37.74957409,-122.476228
37.79705894,-122.4479142
37.80118541,-122.4337909
37.79426363,-122.406305
37.78160513,-122.4163363
37.77084743,-122.4403577
37.77966604,-122.4137112
37.78383444,-122.4129305
37.78294352,-122.4199884
37.77290912,-122.4221864
37.80737946,-122.4073037
37.78729821,-122.3944813
37.76437321,-122.4174785
37.79786454,-122.3967013
37.76828478,-122.4188852
37.76049101,-122.3885564
37.78186334,-122.4138656
37.79447972,-122.3947476
37.76509538,-122.4180276
37.78321431,-122.4107648
37.78611721,-122.4198542
37.7459563,-122.4542399
37.743114,-122.4230426
37.75431295,-122.4409235
37.774592,-122.4626752
37.75624034,-122.4187553
37.70960617,-122.4598694
37.78409104,-122.4117844
37.77921168,-122.4109366
37.7459563,-122.4542399
37.78300408,-122.4124117
37.79838308,-122.4075217
37.72993469,-122.3977444
37.76049101,-122.3885564
37.73044977,-122.372908
37.78778674,-122.4030709
37.78026497,-122.4033872
37.7890669,-122.3923394
37.77514707,-122.4192556
37.71226467,-122.4729324
37.77780415,-122.4097037
37.78466041,-122.3999147
37.77290912,-122.4221864
37.77872189,-122.3992277
37.77514707,-122.4192556
37.71888022,-122.3987481
37.80118541,-122.4337909
37.74299701,-122.4216445
37.78826927,-122.4015099
37.77685877,-122.3969055
37.77273718,-122.4104337
37.72342964,-122.4535824
37.7224527,-122.4513127
37.7890669,-122.3923394
37.71888022,-122.3987481
37.71226467,-122.4729324
37.73049345,-122.4334674
37.78325042,-122.414216
37.80118541,-122.4337909
37.76061396,-122.5016396
37.7969019,-122.4068277
37.75144383,-122.4182976
37.77273718,-122.4104337
