Zip Code,Priority,Type,Latitude,Longitude
94105,3,Alarm,37.78775591,-122.3907008
94107,3,Potentially Life-Threatening,37.75524531,-122.3956597
94122,3,Potentially Life-Threatening,37.7606276,-122.480072
94105,2,Non Life-threatening,37.78845684,-122.4018373
94102,3,Potentially Life-Threatening,37.78233759,-122.4138914
94105,3,Alarm,37.78729495,-122.4032771
94133,3,Potentially Life-Threatening,37.79767064,-122.407807
94102,3,Potentially Life-Threatening,37.7850746,-122.4111398
94124,3,Potentially Life-Threatening,37.73448127,-122.3919121
94109,2,Non Life-threatening,37.78833714,-122.4160172
94102,3,Potentially Life-Threatening,37.78233759,-122.4138914
94102,3,Alarm,37.78640961,-122.4080362
94107,3,Alarm,37.77903213,-122.4018433
94109,3,Alarm,37.79102834,-122.4208486
94103,3,Alarm,37.77916742,-122.4063464
94109,3,Alarm,37.78656483,-122.4224033
94124,3,Non Life-threatening,37.72129415,-122.3950827
94102,2,Non Life-threatening,37.78305906,-122.4157199
94115,3,Alarm,37.78137782,-122.433162
94102,3,Potentially Life-Threatening,37.78356548,-122.4150511
94102,2,Non Life-threatening,37.78207307,-122.4122207
94109,3,Potentially Life-Threatening,37.7831014,-122.4191817
94107,3,Potentially Life-Threatening,37.75633027,-122.3955654
94114,3,Potentially Life-Threatening,37.76088893,-122.4350007
94102,3,Potentially Life-Threatening,37.78090608,-122.4134013
94124,2,Potentially Life-Threatening,37.72086924,-122.3872476
94110,2,Potentially Life-Threatening,37.75857197,-122.406726
94114,3,Potentially Life-Threatening,37.75142522,-122.4329883
94105,2,Non Life-threatening,37.79047504,-122.390556
94107,3,Potentially Life-Threatening,37.78065228,-122.3965894
94117,2,Non Life-threatening,37.77210826,-122.4304339
94105,3,Potentially Life-Threatening,37.78788961,-122.401043
94109,2,Non Life-threatening,37.78635895,-122.4198331
94110,3,Potentially Life-Threatening,37.74854036,-122.4136271
94102,3,Potentially Life-Threatening,37.77865785,-122.4165803
94107,3,Potentially Life-Threatening,37.77546279,-122.4017038
94109,2,Non Life-threatening,37.79073739,-122.4198727
94110,2,Non Life-threatening,37.74231157,-122.4220878
94105,2,Potentially Life-Threatening,37.78715918,-122.3883313
94110,3,Potentially Life-Threatening,37.74609498,-122.4069222
94109,3,Potentially Life-Threatening,37.7831014,-122.4191817
94117,3,Alarm,37.76979785,-122.4485788
94109,3,Potentially Life-Threatening,37.78925337,-122.4229472
94117,3,Potentially Life-Threatening,37.77442903,-122.4309865
94115,3,Potentially Life-Threatening,37.78840478,-122.4302952
94122,3,Potentially Life-Threatening,37.75857194,-122.4842307
94122,2,Potentially Life-Threatening,37.75375239,-122.4887977
94114,3,Potentially Life-Threatening,37.75142522,-122.4329883
94103,2,Non Life-threatening,37.77749384,-122.4162917
94124,2,Potentially Life-Threatening,37.73607883,-122.3897231
94110,3,Alarm,37.74970201,-122.4204993
94105,3,Potentially Life-Threatening,37.7900296,-122.3925839
94103,3,Potentially Life-Threatening,37.77305345,-122.4186182
94102,3,Potentially Life-Threatening,37.78090608,-122.4134013
94103,3,Potentially Life-Threatening,37.77775881,-122.4081124
94112,2,Potentially Life-Threatening,37.72518652,-122.4616735
94112,3,Potentially Life-Threatening,37.70927326,-122.4587594
94110,3,Potentially Life-Threatening,37.75303397,-122.4185886
94103,2,Non Life-threatening,37.77953108,-122.4135425
94109,3,Potentially Life-Threatening,37.78439649,-122.4169005
94103,3,Alarm,37.78420567,-122.4076127
94114,3,Alarm,37.74861898,-122.4259891
94122,2,Potentially Life-Threatening,37.75375239,-122.4887977
94133,2,Non Life-threatening,37.80860234,-122.4157858
94133,3,Alarm,37.80566745,-122.4127664
94109,2,Non Life-threatening,37.79073739,-122.4198727
94102,3,Potentially Life-Threatening,37.78186545,-122.4142853
94103,3,Potentially Life-Threatening,37.77072733,-122.4225146
94115,2,Non Life-threatening,37.77908938,-122.4319258
94110,3,Alarm,37.76396861,-122.4241483
94114,3,Potentially Life-Threatening,37.75142522,-122.4329883
94109,3,Non Life-threatening,37.78611721,-122.4198542
94122,3,Potentially Life-Threatening,37.75857194,-122.4842307
94112,2,Non Life-threatening,37.72312997,-122.4359769
94112,3,Potentially Life-Threatening,37.72569245,-122.452428
94103,3,Alarm,37.78420567,-122.4076127
94122,2,Non Life-threatening,37.75703373,-122.4767584
94109,2,Non Life-threatening,37.79128889,-122.4225149
94102,3,Potentially Life-Threatening,37.78258503,-122.4156939
94115,2,Potentially Life-Threatening,37.78398364,-122.446072
94117,3,Potentially Life-Threatening,37.76513693,-122.4555925
94107,3,Potentially Life-Threatening,37.78065228,-122.3965894
94110,2,Potentially Life-Threatening,37.76437321,-122.4174785
94102,2,Non Life-threatening,37.78061684,-122.4165623
94117,3,Alarm,37.7696376,-122.4376112
94103,3,Alarm,37.77916742,-122.4063464
94103,2,Non Life-threatening,37.77305345,-122.4186182
94102,2,Potentially Life-Threatening,37.7837893,-122.4092663
94103,3,Potentially Life-Threatening,37.78158424,-122.4080305
94105,3,Alarm,37.78658886,-122.4016923
94102,2,Non Life-threatening,37.78061684,-122.4165623
94114,3,Potentially Life-Threatening,37.76177683,-122.4351517
94102,3,Potentially Life-Threatening,37.78356548,-122.4150511
94102,3,Potentially Life-Threatening,37.78347684,-122.4124351
94103,2,Non Life-threatening,37.77398143,-122.4103441
94110,3,Alarm,37.76010129,-122.4214252
94112,2,Non Life-threatening,37.73027772,-122.4296069
94103,3,Alarm,37.78420567,-122.4076127
94105,3,Potentially Life-Threatening,37.78701079,-122.399975
94117,3,Potentially Life-Threatening,37.77462644,-122.4444304
94102,3,Potentially Life-Threatening,37.78502466,-122.4119719
94122,3,Non Life-threatening,37.75968372,-122.5015034
94109,3,Potentially Life-Threatening,37.78941206,-122.4221352
94102,3,Alarm,37.78640961,-122.4080362
94115,2,Potentially Life-Threatening,37.78582623,-122.4357484
94105,2,Non Life-threatening,37.7918179,-122.3965494
94124,2,Non Life-threatening,37.73940125,-122.4068443
94117,3,Alarm,37.76174205,-122.4484554
94102,3,Potentially Life-Threatening,37.78347684,-122.4124351
94124,2,Potentially Life-Threatening,37.72086924,-122.3872476
94103,3,Alarm,37.78420567,-122.4076127
94102,3,Potentially Life-Threatening,37.78552674,-122.411301
94114,2,Non Life-threatening,37.75795456,-122.4302685
94103,3,Potentially Life-Threatening,37.78097118,-122.4087087
94102,3,Potentially Life-Threatening,37.78480739,-122.4136154
94107,3,Potentially Life-Threatening,37.76625025,-122.399761
94112,3,Potentially Life-Threatening,37.72569245,-122.452428
94102,3,Potentially Life-Threatening,37.78264404,-122.4190192
94122,3,Potentially Life-Threatening,37.75857194,-122.4842307
94102,3,Potentially Life-Threatening,37.78502466,-122.4119719
94102,3,Potentially Life-Threatening,37.78090608,-122.4134013
94122,2,Non Life-threatening,37.75703373,-122.4767584
94102,3,Alarm,37.78347684,-122.4124351
94124,2,Non Life-threatening,37.72728446,-122.3842238
94124,2,Non Life-threatening,37.73993492,-122.382724
94133,3,Alarm,37.80566745,-122.4127664
94115,3,Alarm,37.78695216,-122.4410718
94124,3,Alarm,37.73673251,-122.3805666
94107,3,Potentially Life-Threatening,37.75524531,-122.3956597
94109,3,Fire,37.7881263,-122.4176572
94103,3,Potentially Life-Threatening,37.76 9,-122.4109311
94109,2,Potentially Life-Threatening,37.78611721,-122.4198542
94103,2,Non Life-threatening,37.78234047,-122.4037719
94103,2,Potentially Life-Threatening,37.78211033,-122.4031964
94102,3,Alarm,37.78640961,-122.4080362
94107,2,Potentially Life-Threatening,37.75724181,-122.3958945
94102,3,Potentially Life-Threatening,37.78480741,-122.4094717
94133,3,Non Life-threatening,37.79804971,-122.4068299
94133,2,Potentially Life-Threatening,37.800476,-122.4050772
94112,3,Alarm,37.72364427,-122.4545989
94105,3,Alarm,37.78778674,-122.4030709
94133,2,Non Life-threatening,37.80587147,-122.4154049
94109,3,Potentially Life-Threatening,37.79073739,-122.4198727
94122,3,Potentially Life-Threatening,37.75857194,-122.4842307
94103,3,Potentially Life-Threatening,37.77953108,-122.4135425
94110,2,Non Life-threatening,37.74865938,-122.4126876
94110,3,Potentially Life-Threatening,37.75956147,-122.4170181
94103,3,Potentially Life-Threatening,37.77775881,-122.4081124
94103,3,Potentially Life-Threatening,37.77305345,-122.4186182
94110,2,Non Life-threatening,37.75463259,-122.4187397
94109,2,Potentially Life-Threatening,37.79259308,-122.4194018
94110,3,Alarm,37.74799968,-122.4208219
94124,2,Non Life-threatening,37.72210898,-122.3959187
94122,3,Alarm,37.7592203,-122.4633116
94103,3,Potentially Life-Threatening,37.76908277,-122.4133535
94115,3,Potentially Life-Threatening,37.78479798,-122.4396639
94102,2,Non Life-threatening,37.78202244,-122.4130541
94133,2,Non Life-threatening,37.79804971,-122.4068299
94117,3,Potentially Life-Threatening,37.76513693,-122.4555925
94124,3,Potentially Life-Threatening,37.73448127,-122.3919121
94105,3,Alarm,37.78778674,-122.4030709
94102,3,Potentially Life-Threatening,37.78486624,-122.4127821
94124,3,Fire,37.71506459,-122.3825221
94112,3,Alarm,37.72623625,-122.4336236
94112,3,Potentially Life-Threatening,37.7141452,-122.4541184
94105,3,Alarm,37.78960249,-122.3974712
94110,2,Non Life-threatening,37.75662693,-122.412342
94114,3,Alarm,37.75735158,-122.45116
94105,3,Potentially Life-Threatening,37.78788961,-122.401043
94115,3,Fire,37.78515094,-122.4330834
94133,3,Potentially Life-Threatening,37.79851107,-122.4097691
94102,2,Non Life-threatening,37.78434554,-122.4077851
94102,3,Potentially Life-Threatening,37.78258503,-122.4156939
94115,2,Non Life-threatening,37.78066015,-122.4312934
94103,3,Alarm,37.78420567,-122.4076127
94109,2,Non Life-threatening,37.78490368,-122.416234
94105,3,Alarm,37.78778674,-122.4030709
94102,2,Non Life-threatening,37.78207307,-122.4122207
94110,3,Potentially Life-Threatening,37.75835046,-122.4246329
94102,2,Non Life-threatening,37.77300169,-122.4272604
94109,3,Alarm,37.78727715,-122.4168252
94103,3,Alarm,37.78420567,-122.4076127
94102,2,Non Life-threatening,37.78502466,-122.4119719
94102,2,Non Life-threatening,37.78186545,-122.4142853
94102,3,Potentially Life-Threatening,37.77383197,-122.4248346
94102,3,Potentially Life-Threatening,37.78090608,-122.4134013
94103,3,Alarm,37.78128769,-122.4113181
94109,3,Alarm,37.79102834,-122.4208486
94103,2,Non Life-threatening,37.78399149,-122.4080665
94102,3,Potentially Life-Threatening,37.78502466,-122.4119719
94114,3,Alarm,37.76937726,-122.4295114
94115,3,Non Life-threatening,37.78650386,-122.4299789
94102,3,Potentially Life-Threatening,37.78502466,-122.4119719
94115,3,Fire,37.78515094,-122.4330834
94103,3,Potentially Life-Threatening,37.76690257,-122.4231419
94109,2,Potentially Life-Threatening,37.78465714,-122.4144302
94115,3,Fire,37.77837186,-122.4342408
94102,3,Potentially Life-Threatening,37.78191397,-122.4130322
94117,3,Alarm,37.77006294,-122.4502439
94105,3,Alarm,37.78775591,-122.3907008
94102,3,Potentially Life-Threatening,37.78176159,-122.4110582
94110,2,Potentially Life-Threatening,37.75143528,-122.4184355
94102,2,Non Life-threatening,37.78111921,-122.412597
94114,3,Fire,37.76768345,-122.4306415
94102,3,Potentially Life-Threatening,37.77383197,-122.4248346
94114,3,Alarm,37.76937726,-122.4295114
94124,3,Alarm,37.74143204,-122.393932
94124,3,Potentially Life-Threatening,37.72179379,-122.3970148
94103,3,Alarm,37.78128769,-122.4113181
94110,2,Non Life-threatening,37.74650404,-122.4193747
94109,3,Potentially Life-Threatening,37.78439649,-122.4169005
94105,3,Alarm,37.78658886,-122.4016923
94112,2,Non Life-threatening,37.72848944,-122.4299954
94109,3,Potentially Life-Threatening,37.78496026,-122.4195479
94103,3,Potentially Life-Threatening,37.77072733,-122.4225146
94103,2,Non Life-threatening,37.77953108,-122.4135425
94110,3,Potentially Life-Threatening,37.74865938,-122.4126876
94102,2,Non Life-threatening,37.78502466,-122.4119719
94103,3,Potentially Life-Threatening,37.7800525,-122.4097738
94102,3,Potentially Life-Threatening,37.77589419,-122.4194915
94109,3,Potentially Life-Threatening,37.79073739,-122.4198727
94102,2,Non Life-threatening,37.78347684,-122.4124351
94102,3,Non Life-threatening,37.78139587,-122.417988
94102,2,Potentially Life-Threatening,37.78502466,-122.4119719
94102,2,Non Life-threatening,37.78777702,-122.4120105
94110,2,Potentially Life-Threatening,37.75730761,-122.4066198
94102,2,Non Life-threatening,37.77295739,-122.4237584
94109,3,Alarm,37.78727715,-122.4168252
94114,3,Alarm,37.76269793,-122.4325419
94102,3,Potentially Life-Threatening,37.78087726,-122.4145069
94124,3,Potentially Life-Threatening,37.73596134,-122.390148
94107,2,Non Life-threatening,37.77762424,-122.3999811
94103,3,Alarm,37.78420567,-122.4076127
94103,3,Potentially Life-Threatening,37.77775881,-122.4081124
94105,3,Alarm,37.78960249,-122.3974712
94117,3,Potentially Life-Threatening,37.77326513,-122.4518097
94105,3,Alarm,37.78960249,-122.3974712
94103,3,Potentially Life-Threatening,37.78097118,-122.4087087
94105,3,Alarm,37.78658886,-122.4016923
94105,2,Non Life-threatening,37.78600483,-122.3950773
94117,3,Potentially Life-Threatening,37.77194853,-122.4312522
94114,3,Potentially Life-Threatening,37.76177683,-122.4351517
94103,3,Alarm,37.78681175,-122.4028497
94117,3,Potentially Life-Threatening,37.77126742,-122.4370456
94103,2,Potentially Life-Threatening,37.76571899,-122.4095207
94105,3,Alarm,37.78778674,-122.4030709
94105,3,Alarm,37.78775591,-122.3907008
94109,2,Non Life-threatening,37.78720063,-122.4169898
94102,3,Potentially Life-Threatening,37.78338624,-122.4098537
94102,2,Non Life-threatening,37.78429938,-122.4101413
94117,2,Non Life-threatening,37.76916522,-122.4535369
94117,2,Non Life-threatening,37.77077849,-122.4479346
94124,3,Alarm,37.73673251,-122.3805666
94109,2,Non Life-threatening,37.78367395,-122.415073
94109,3,Alarm,37.79102834,-122.4208486
94102,3,Alarm,37.78640961,-122.4080362
94133,3,Potentially Life-Threatening,37.79651153,-122.4063704
94110,3,Non Life-threatening,37.75143528,-122.4184355
94102,3,Potentially Life-Threatening,37.78502466,-122.4119719
94103,3,Alarm,37.78128769,-122.4113181
94124,3,Potentially Life-Threatening,37.72179379,-122.3970148
94110,2,Non Life-threatening,37.74865938,-122.4126876
94103,2,Non Life-threatening,37.77604635,-122.4112888
94103,2,Potentially Life-Threatening,37.77091334,-122.420305
94110,3,Potentially Life-Threatening,37.75303397,-122.4185886
94110,3,Alarm,37.74823739,-122.4091747
94109,2,Non Life-threatening,37.78636079,-122.4156169
94110,2,Non Life-threatening,37.75143528,-122.4184355
94103,2,Non Life-threatening,37.78764185,-122.4034308
94109,3,Potentially Life-Threatening,37.78397351,-122.4160455
94109,3,Alarm,37.78232123,-122.4257633
94133,3,Alarm,37.80440729,-122.4133589
94133,3,Potentially Life-Threatening,37.807854,-122.418255
94102,3,Potentially Life-Threatening,37.78429938,-122.4101413
94102,2,Non Life-threatening,37.77806971,-122.4282344
94107,2,Non Life-threatening,37.76049101,-122.3885564
94102,3,Potentially Life-Threatening,37.77683977,-122.4237569
94112,2,Non Life-threatening,37.72623625,-122.4336236
94103,2,Non Life-threatening,37.77903729,-122.41062
94122,3,Potentially Life-Threatening,37.75710109,-122.4976303
94122,3,Potentially Life-Threatening,37.7650299,-122.4652417
94117,3,Potentially Life-Threatening,37.77462644,-122.4444304
94110,3,Potentially Life-Threatening,37.75545608,-122.4193083
94110,3,Potentially Life-Threatening,37.73662045,-122.4248651
94107,3,Potentially Life-Threatening,37.75362875,-122.3955231
94117,3,Alarm,37.76642861,-122.45211
94112,2,Non Life-threatening,37.72452417,-122.4257328
94133,3,Alarm,37.80531094,-122.4126984
94103,3,Potentially Life-Threatening,37.77771244,-122.4127367
94105,3,Fire,37.79267912,-122.3968535
94102,2,Non Life-threatening,37.77912987,-122.4166059
94102,3,Potentially Life-Threatening,37.78429938,-122.4101413
94103,3,Potentially Life-Threatening,37.76972086,-122.4179492
94133,2,Non Life-threatening,37.80526026,-122.4160538
94102,2,Non Life-threatening,37.78003611,-122.4167895
94109,3,Fire,37.78962044,-122.4204934
94102,2,Potentially Life-Threatening,37.77883232,-122.4156425
94122,2,Non Life-threatening,37.75828837,-122.4906601
94103,2,Non Life-threatening,37.78000587,-122.4119334
94117,3,Alarm,37.76642861,-122.45211
94124,2,Potentially Life-Threatening,37.735984,-122.3909918
94115,2,Non Life-threatening,37.78263391,-122.429926
94102,3,Alarm,37.78127215,-122.4255493
94124,3,Potentially Life-Threatening,37.73607883,-122.3897231
94109,3,Potentially Life-Threatening,37.7882227,-122.4202104
94102,3,Alarm,37.78486624,-122.4127821
94110,3,Alarm,37.756508,-122.406541
94109,2,Non Life-threatening,37.7868785,-122.4190885
94102,3,Alarm,37.78295349,-122.4132437
94122,3,Alarm,37.75890789,-122.4766067
94103,2,Non Life-threatening,37.77771244,-122.4127367
94115,3,Alarm,37.79400711,-122.4332497
94102,3,Potentially Life-Threatening,37.7824485,-122.4163274
94102,3,Potentially Life-Threatening,37.7869902,-122.4106839
94115,3,Potentially Life-Threatening,37.79176907,-122.4294268
94102,2,Potentially Life-Threatening,37.78719998,-122.4090394
94102,2,Non Life-threatening,37.78176159,-122.4110582
94117,3,Potentially Life-Threatening,37.76338698,-122.4532469
94107,2,Potentially Life-Threatening,37.77633298,-122.3940351
94102,3,Potentially Life-Threatening,37.78491618,-122.41195
94124,3,Fire,37.74355793,-122.3893512
94103,3,Potentially Life-Threatening,37.78298351,-122.4066986
94109,3,Fire,37.79305,-122.4228712
94110,3,Potentially Life-Threatening,37.76103977,-122.4192137
94103,2,Non Life-threatening,37.78647953,-122.4047244
94103,3,Alarm,37.77055901,-122.4179496
94110,2,Non Life-threatening,37.75436288,-122.4232161
94110,3,Potentially Life-Threatening,37.74990998,-122.4170559
94124,2,Non Life-threatening,37.73401387,-122.3909679
94102,3,Alarm,37.78486624,-122.4127821
94114,3,Potentially Life-Threatening,37.76177683,-122.4351517
94122,2,Non Life-threatening,37.75828837,-122.4906601
94103,3,Alarm,37.76565858,-122.423128
94110,2,Non Life-threatening,37.75436288,-122.4232161
94107,3,Alarm,37.75354618,-122.3972118
94102,2,Non Life-threatening,37.78305906,-122.4157199
94110,3,Potentially Life-Threatening,37.74990998,-122.4170559
94102,3,Potentially Life-Threatening,37.78315191,-122.4183443
94102,3,Alarm,37.78640961,-122.4080362
94124,3,Potentially Life-Threatening,37.72793822,-122.3920436
94122,3,Alarm,37.75376855,-122.487183
94102,3,Potentially Life-Threatening,37.78491618,-122.41195
94109,3,Non Life-threatening,37.78276323,-122.4274692
94103,3,Potentially Life-Threatening,37.77310059,-122.4155614
94105,3,Alarm,37.79447972,-122.3947476
94103,3,Potentially Life-Threatening,37.77269482,-122.4221883
94124,2,Non Life-threatening,37.73229105,-122.3761579
94103,2,Potentially Life-Threatening,37.77321807,-122.4215223
94102,3,Potentially Life-Threatening,37.77683977,-122.4237569
94114,3,Alarm,37.76698711,-122.4278572
94109,3,Potentially Life-Threatening,37.78331089,-122.4175288
94112,3,Potentially Life-Threatening,37.71447839,-122.436523
94112,2,Potentially Life-Threatening,37.72063221,-122.437984
94115,3,Potentially Life-Threatening,37.77753424,-122.4408637
94117,2,Potentially Life-Threatening,37.76979785,-122.4485788
94109,3,Fire,37.78962044,-122.4204934
94103,2,Potentially Life-Threatening,37.77953108,-122.4135425
94102,2,Non Life-threatening,37.77966604,-122.4137112
94103,3,Potentially Life-Threatening,37.78175433,-122.4096933
94124,2,Non Life-threatening,37.72998042,-122.3888551
94109,3,Potentially Life-Threatening,37.783052,-122.4200103
94109,3,Fire,37.79305,-122.4228712
94115,3,Alarm,37.79007419,-122.4356928
94133,3,Alarm,37.80440729,-122.4133589
94103,3,Alarm,37.77386178,-122.413046
94115,3,Alarm,37.79007419,-122.4356928
94105,3,Fire,37.79267912,-122.3968535
94114,3,Non Life-threatening,37.76177683,-122.4351517
94110,3,Alarm,37.756508,-122.406541
94133,3,Potentially Life-Threatening,37.79767064,-122.407807
94102,2,Potentially Life-Threatening,37.78719998,-122.4090394
94102,3,Alarm,37.77685246,-122.419455
94133,3,Alarm,37.80531094,-122.4126984
94124,3,Potentially Life-Threatening,37.7301191,-122.3873152
94109,3,Fire,37.78703795,-122.418271
94133,3,Potentially Life-Threatening,37.79851107,-122.4097691
94102,3,Potentially Life-Threatening,37.77978853,-122.415127
94103,2,Non Life-threatening,37.77100577,-122.4196455
94103,3,Potentially Life-Threatening,37.78298351,-122.4066986
94124,3,Potentially Life-Threatening,37.7349292,-122.3824391
94103,3,Potentially Life-Threatening,37.77604635,-122.4112888
94103,3,Potentially Life-Threatening,37.78211033,-122.4031964
94112,2,Potentially Life-Threatening,37.71376444,-122.4460695
94103,3,Alarm,37.77055901,-122.4179496
94103,3,Potentially Life-Threatening,37.78153743,-122.4095183
94133,3,Alarm,37.79788774,-122.4104282
94133,3,Potentially Life-Threatening,37.80547381,-122.4075701
94124,3,Potentially Life-Threatening,37.72793822,-122.3920436
94102,3,Potentially Life-Threatening,37.78191397,-122.4130322
94124,3,Potentially Life-Threatening,37.7349292,-122.3824391
94122,3,Alarm,37.75376855,-122.487183
94103,3,Potentially Life-Threatening,37.77771244,-122.4127367
94102,2,Non Life-threatening,37.78383852,-122.4137755
94110,3,Potentially Life-Threatening,37.74828588,-122.4170443
94133,3,Potentially Life-Threatening,37.8038818,-122.4148703
94102,3,Potentially Life-Threatening,37.78191397,-122.4130322
94103,3,Potentially Life-Threatening,37.77393927,-122.4129479
94102,3,Alarm,37.78295349,-122.4132437
94103,3,Potentially Life-Threatening,37.76 9,-122.4109311
94133,3,Alarm,37.80531094,-122.4126984
94105,3,Alarm,37.78677895,-122.398257
94103,3,Potentially Life-Threatening,37.77393927,-122.4129479
94103,2,Non Life-threatening,37.76505134,-122.419669
94133,3,Alarm,37.80531094,-122.4126984
94133,3,Potentially Life-Threatening,37.80816798,-122.4166347
94105,3,Fire,37.79267912,-122.3968535
94110,2,Non Life-threatening,37.75430859,-122.424144
94124,2,Non Life-threatening,37.73238073,-122.378268
94102,3,Alarm,37.78640961,-122.4080362
94103,3,Potentially Life-Threatening,37.77912854,-122.4080301
94112,3,Fire,37.71839561,-122.4486052
94133,3,Alarm,37.79883609,-122.4062732
94103,3,Potentially Life-Threatening,37.77128553,-122.4132043
94107,2,Potentially Life-Threatening,37.7586966,-122.3970571
94102,2,Potentially Life-Threatening,37.78719998,-122.4090394
94102,3,Alarm,37.78486624,-122.4127821
94109,3,Fire,37.79305,-122.4228712
94122,3,Alarm,37.75517394,-122.4766224
94110,3,Potentially Life-Threatening,37.73971001,-122.4119916
94102,3,Potentially Life-Threatening,37.7824485,-122.4163274
94124,3,Alarm,37.71650618,-122.3904178
94102,2,Non Life-threatening,37.77879789,-122.4225207
94109,3,Potentially Life-Threatening,37.78384277,-122.4227674
94102,2,Non Life-threatening,37.77507443,-122.421768
94109,3,Potentially Life-Threatening,37.79215726,-122.4192434
94110,3,Potentially Life-Threatening,37.76103977,-122.4192137
94133,3,Potentially Life-Threatening,37.807854,-122.418255
94114,3,Fire,37.76088893,-122.4350007
94110,3,Potentially Life-Threatening,37.74828588,-122.4170443
94109,3,Potentially Life-Threatening,37.783052,-122.4200103
94124,3,Alarm,37.71650618,-122.3904178
94103,2,Potentially Life-Threatening,37.77483757,-122.416555
94102,3,Alarm,37.78486624,-122.4127821
94107,3,Potentially Life-Threatening,37.75356457,-122.3956354
94102,3,Potentially Life-Threatening,37.78429938,-122.4101413
94105,3,Non Life-threatening,37.79046107,-122.3966897
94133,3,Alarm,37.80440729,-122.4133589
94109,3,Potentially Life-Threatening,37.78331089,-122.4175288
94103,2,Potentially Life-Threatening,37.77483757,-122.416555
94124,2,Non Life-threatening,37.73243402,-122.3838033
94110,2,Potentially Life-Threatening,37.75483798,-122.4153277
94107,2,Potentially Life-Threatening,37.77633298,-122.3940351
94114,3,Potentially Life-Threatening,37.7696026,-122.4263094
94112,2,Potentially Life-Threatening,37.72063221,-122.437984
94102,2,Non Life-threatening,37.78383852,-122.4137755
94115,2,Potentially Life-Threatening,37.77908938,-122.4319258
94114,3,Alarm,37.76698711,-122.4278572
94122,2,Potentially Life-Threatening,37.76354593,-122.4787325
94133,3,Alarm,37.80440729,-122.4133589
94102,2,Non Life-threatening,37.77143376,-122.4277809
94103,2,Non Life-threatening,37.77514707,-122.4192556
94102,3,Potentially Life-Threatening,37.78906674,-122.4094078
94112,3,Alarm,37.719129,-122.4582392
94109,3,Alarm,37.78682753,-122.4199279
94133,3,Alarm,37.80440729,-122.4133589
94133,3,Potentially Life-Threatening,37.80816798,-122.4166347
94102,2,Non Life-threatening,37.77879789,-122.4225207
94103,3,Alarm,37.76807361,-122.4124242
94103,3,Alarm,37.77386178,-122.413046
94124,3,Potentially Life-Threatening,37.73607883,-122.3897231
94109,2,Non Life-threatening,37.78968885,-122.4129131
94115,2,Potentially Life-Threatening,37.77774474,-122.439207
94103,2,Non Life-threatening,37.77903729,-122.41062
94102,3,Potentially Life-Threatening,37.78445273,-122.4084932
94124,2,Non Life-threatening,37.71830372,-122.3923879
94105,3,Fire,37.78833684,-122.3888995
94102,2,Non Life-threatening,37.7825474,-122.4122479
94124,3,Alarm,37.73448127,-122.3919121
94102,3,Alarm,37.78640961,-122.4080362
94124,3,Alarm,37.73448127,-122.3919121
94117,3,Alarm,37.76642861,-122.45211
94117,2,Non Life-threatening,37.77555491,-122.4404673
94102,3,Potentially Life-Threatening,37.7869902,-122.4106839
94114,2,Non Life-threatening,37.76775042,-122.4295304
94102,3,Alarm,37.78486624,-122.4127821
94102,2,Potentially Life-Threatening,37.78325042,-122.414216
94102,2,Non Life-threatening,37.78117722,-122.4116999
94103,3,Potentially Life-Threatening,37.77333766,-122.4091485
94103,3,Potentially Life-Threatening,37.76972086,-122.4179492
94112,3,Potentially Life-Threatening,37.73077955,-122.4552321
94110,2,Potentially Life-Threatening,37.75810086,-122.4145468
94114,2,Non Life-threatening,37.76178483,-122.4350137
94102,3,Alarm,37.78640961,-122.4080362
94103,3,Potentially Life-Threatening,37.78153743,-122.4095183
94102,2,Potentially Life-Threatening,37.78491247,-122.4086486
94133,3,Potentially Life-Threatening,37.807854,-122.418255
94102,3,Potentially Life-Threatening,37.78445273,-122.4084932
94122,3,Alarm,37.76497779,-122.4664456
94112,3,Potentially Life-Threatening,37.73077955,-122.4552321
94124,2,Non Life-threatening,37.73238073,-122.378268
94102,3,Alarm,37.77685246,-122.419455
94102,3,Potentially Life-Threatening,37.7824485,-122.4163274
94109,3,Alarm,37.78947882,-122.4145611
94124,3,Fire,37.74616295,-122.3940489
94105,3,Fire,37.79267912,-122.3968535
94102,2,Potentially Life-Threatening,37.78255696,-122.4163494
94107,2,Non Life-threatening,37.77762424,-122.3999811
94110,2,Non Life-threatening,37.75199404,-122.4091229
94117,3,Alarm,37.76642861,-122.45211
94124,2,Non Life-threatening,37.71830372,-122.3923879
94103,2,Non Life-threatening,37.77269482,-122.4221883
94124,3,Potentially Life-Threatening,37.7301191,-122.3873152
94115,3,Potentially Life-Threatening,37.77753424,-122.4408637
94102,3,Potentially Life-Threatening,37.78316343,-122.4115993
94110,2,Non Life-threatening,37.74919905,-122.4145932
94103,2,Non Life-threatening,37.76571899,-122.4095207
94103,2,Non Life-threatening,37.78114586,-122.409026
94102,2,Non Life-threatening,37.78316343,-122.4115993
94124,3,Potentially Life-Threatening,37.72976037,-122.3733604
94124,3,Alarm,37.73448127,-122.3919121
94115,2,Potentially Life-Threatening,37.78398364,-122.446072
94115,3,Potentially Life-Threatening,37.78318152,-122.437809
94103,2,Non Life-threatening,37.77903729,-122.41062
94115,3,Alarm,37.78853817,-122.4362964
94114,3,Fire,37.76088893,-122.4350007
94124,3,Alarm,37.72713728,-122.378969
